Item_Identifier,level_1,Item_Weight
FDD23,0,9.5
FDD23,1,9.5
FDD23,2,9.5
FDD23,3,9.5
FDD23,4,9.5
FDD23,5,
FDD23,6,9.5
FDD23,7,9.5
FDD26,0,8.71
FDD26,1,8.71
FDD26,2,
FDD26,3,8.71
FDD26,4,8.71
FDD26,5,
FDD26,6,8.71
FDD26,7,8.71
FDD26,8,8.71
FDD28,0,10.695
FDD28,1,10.695
FDD28,2,10.695
FDD28,3,
FDD28,4,
FDD28,5,10.695
FDD28,6,10.695
FDD28,7,10.695
FDD28,8,10.695
FDD29,0,12.15
FDD29,1,12.15
FDD29,2,
FDD29,3,12.15
FDD29,4,12.15
FDD29,5,12.15
FDD29,6,12.15
FDD29,7,12.15
FDD29,8,12.15
FDD32,0,17.7
FDD32,1,17.7
FDD32,2,17.7
FDD32,3,17.7
FDD32,4,17.7
FDD32,5,
FDD32,6,17.7
FDD32,7,
FDD32,8,17.7
FDD33,0,12.85
FDD33,1,12.85
FDD33,2,
FDD33,3,12.85
FDD33,4,12.85
FDD33,5,12.85
FDD33,6,12.85
FDD33,7,12.85
FDD33,8,12.85
FDD34,0,7.945
FDD34,1,7.945
FDD34,2,7.945
FDD34,3,7.945
FDD34,4,7.945
FDD34,5,
FDD34,6,7.945
FDD34,7,7.945
FDD35,0,12.15
FDD35,1,12.15
FDD35,2,12.15
FDD35,3,12.15
FDD35,4,
FDD35,5,12.15
FDD35,6,12.15
FDD35,7,12.15
FDD36,0,
FDD36,1,13.3
FDD36,2,13.3
FDD36,3,13.3
FDD36,4,13.3
FDD36,5,13.3
FDD36,6,13.3
FDD36,7,13.3
FDD36,8,13.3
FDD38,0,16.75
FDD38,1,16.75
FDD38,2,16.75
FDD38,3,16.75
FDD38,4,
FDD38,5,16.75
FDD38,6,16.75
FDD38,7,
FDD38,8,16.75
FDD38,9,16.75
FDD39,0,16.7
FDD39,1,
FDD39,2,16.7
FDD39,3,16.7
FDD39,4,16.7
FDD39,5,16.7
FDD39,6,
FDD39,7,16.7
FDD39,8,16.7
FDD40,0,20.25
FDD40,1,20.25
FDD40,2,20.25
FDD40,3,
FDD40,4,20.25
FDD40,5,20.25
FDD40,6,20.25
FDD40,7,20.25
FDD40,8,20.25
FDD41,0,6.765
FDD41,1,6.765
FDD41,2,
FDD41,3,6.765
FDD41,4,6.765
FDD41,5,6.765
FDD41,6,6.765
FDD41,7,6.765
FDD44,0,8.05
FDD44,1,8.05
FDD44,2,8.05
FDD44,3,8.05
FDD44,4,8.05
FDD44,5,8.05
FDD44,6,8.05
FDD44,7,
FDD45,0,8.615
FDD45,1,8.615
FDD45,2,8.615
FDD45,3,8.615
FDD45,4,
FDD45,5,8.615
FDD45,6,8.615
FDD45,7,8.615
FDD45,8,
FDD45,9,8.615
FDD46,0,
FDD46,1,6.035
FDD46,2,6.035
FDD46,3,
FDD46,4,6.035
FDD46,5,6.035
FDD46,6,6.035
FDD46,7,6.035
FDD46,8,6.035
FDD46,9,6.035
FDD47,0,7.6
FDD47,1,7.6
FDD47,2,7.6
FDD47,3,7.6
FDD47,4,7.6
FDD47,5,7.6
FDD47,6,
FDD47,7,
FDD47,8,7.6
FDD47,9,7.6
FDD48,0,10.395
FDD48,1,10.395
FDD48,2,10.395
FDD48,3,
FDD48,4,10.395
FDD48,5,10.395
FDD48,6,10.395
FDD48,7,10.395
FDD48,8,10.395
FDD50,0,18.85
FDD50,1,18.85
FDD50,2,
FDD50,3,18.85
FDD50,4,18.85
FDD50,5,18.85
FDD50,6,18.85
FDD50,7,18.85
FDD51,0,11.15
FDD51,1,11.15
FDD51,2,11.15
FDD51,3,
FDD51,4,
FDD51,5,11.15
FDD51,6,11.15
FDD51,7,11.15
FDD51,8,11.15
FDD51,9,11.15
FDD52,0,18.25
FDD52,1,
FDD52,2,18.25
FDD52,3,18.25
FDD52,4,18.25
FDD52,5,18.25
FDD52,6,18.25
FDD52,7,18.25
FDD53,0,16.2
FDD53,1,
FDD53,2,
FDD53,3,16.2
FDD53,4,16.2
FDD53,5,16.2
FDD53,6,16.2
FDD53,7,16.2
FDD53,8,16.2
FDD53,9,16.2
FDD56,0,15.2
FDD56,1,15.2
FDD56,2,15.2
FDD56,3,15.2
FDD56,4,15.2
FDD56,5,15.2
FDD56,6,
FDD56,7,15.2
FDD56,8,
FDD56,9,15.2
FDD57,0,18.1
FDD57,1,18.1
FDD57,2,
FDD57,3,18.1
FDD57,4,18.1
FDD57,5,18.1
FDD57,6,18.1
FDD57,7,18.1
FDD57,8,18.1
FDD58,0,7.76
FDD58,1,7.76
FDD58,2,7.76
FDD58,3,
FDD58,4,7.76
FDD58,5,7.76
FDD58,6,
FDD58,7,7.76
FDD58,8,7.76
FDD58,9,7.76
FDD59,0,10.5
FDD59,1,10.5
FDD59,2,
FDD59,3,10.5
FDD59,4,10.5
FDD59,5,10.5
FDD59,6,10.5
FDD59,7,10.5
FDE02,0,8.71
FDE02,1,8.71
FDE02,2,8.71
FDE02,3,
FDE02,4,
FDE02,5,8.71
FDE02,6,8.71
FDE02,7,8.71
FDE02,8,8.71
FDE02,9,8.71
FDE04,0,19.75
FDE04,1,19.75
FDE04,2,19.75
FDE04,3,19.75
FDE04,4,19.75
FDE04,5,19.75
FDE04,6,19.75
FDE04,7,19.75
FDE04,8,
FDE05,0,
FDE05,1,10.895
FDE05,2,10.895
FDE05,3,10.895
FDE05,4,
FDE05,5,10.895
FDE05,6,10.895
FDE05,7,10.895
FDE05,8,10.895
FDE08,0,18.2
FDE08,1,18.2
FDE08,2,18.2
FDE08,3,
FDE08,4,
FDE08,5,18.2
FDE08,6,18.2
FDE08,7,18.2
FDE08,8,18.2
FDE09,0,
FDE09,1,8.775
FDE09,2,
FDE09,3,8.775
FDE09,4,8.775
FDE09,5,8.775
FDE09,6,8.775
FDE09,7,8.775
FDE09,8,8.775
FDE09,9,8.775
FDE10,0,6.67
FDE10,1,
FDE10,2,6.67
FDE10,3,6.67
FDE10,4,6.67
FDE10,5,6.67
FDE10,6,6.67
FDE10,7,6.67
FDE10,8,6.67
FDE11,0,17.7
FDE11,1,17.7
FDE11,2,17.7
FDE11,3,
FDE11,4,17.7
FDE11,5,17.7
FDE11,6,
FDE11,7,17.7
FDE11,8,17.7
FDE11,9,17.7
FDE14,0,13.65
FDE14,1,13.65
FDE14,2,13.65
FDE14,3,13.65
FDE14,4,13.65
FDE14,5,
FDE14,6,13.65
FDE14,7,13.65
FDE16,0,8.895
FDE16,1,
FDE16,2,
FDE16,3,8.895
FDE16,4,8.895
FDE16,5,8.895
FDE16,6,8.895
FDE16,7,8.895
FDE16,8,8.895
FDE16,9,8.895
FDE17,0,20.1
FDE17,1,20.1
FDE17,2,20.1
FDE17,3,20.1
FDE17,4,20.1
FDE17,5,20.1
FDE17,6,20.1
FDE17,7,
FDE17,8,20.1
FDE17,9,
FDE20,0,11.35
FDE20,1,11.35
FDE20,2,11.35
FDE20,3,11.35
FDE20,4,11.35
FDE20,5,
FDE20,6,11.35
FDE20,7,11.35
FDE21,0,12.8
FDE21,1,12.8
FDE21,2,
FDE21,3,12.8
FDE21,4,12.8
FDE21,5,12.8
FDE21,6,12.8
FDE21,7,
FDE21,8,12.8
FDE21,9,12.8
FDE22,0,
FDE22,1,9.695
FDE22,2,9.695
FDE22,3,9.695
FDE22,4,9.695
FDE22,5,9.695
FDE22,6,9.695
FDE22,7,
FDE22,8,9.695
FDE22,9,9.695
FDE23,0,17.6
FDE23,1,17.6
FDE23,2,17.6
FDE23,3,17.6
FDE23,4,17.6
FDE23,5,17.6
FDE23,6,
FDE23,7,17.6
FDE23,8,17.6
FDE24,0,14.85
FDE24,1,14.85
FDE24,2,14.85
FDE24,3,14.85
FDE24,4,
FDE24,5,14.85
FDE24,6,
FDE24,7,14.85
FDE24,8,14.85
FDE24,9,14.85
FDE26,0,9.3
FDE26,1,9.3
FDE26,2,9.3
FDE26,3,9.3
FDE26,4,9.3
FDE26,5,9.3
FDE26,6,
FDE26,7,9.3
FDE26,8,
FDE26,9,9.3
FDE28,0,
FDE28,1,9.5
FDE28,2,9.5
FDE28,3,9.5
FDE28,4,9.5
FDE28,5,
FDE28,6,9.5
FDE28,7,9.5
FDE28,8,9.5
FDE28,9,9.5
FDE29,0,8.905
FDE29,1,8.905
FDE29,2,8.905
FDE29,3,8.905
FDE29,4,8.905
FDE29,5,
FDE29,6,8.905
FDE29,7,8.905
FDE29,8,8.905
FDE32,0,20.7
FDE32,1,20.7
FDE32,2,20.7
FDE32,3,
FDE32,4,20.7
FDE32,5,20.7
FDE32,6,20.7
FDE32,7,20.7
FDE33,0,19.35
FDE33,1,
FDE33,2,19.35
FDE33,3,
FDE33,4,19.35
FDE33,5,19.35
FDE33,6,19.35
FDE33,7,19.35
FDE33,8,19.35
FDE33,9,19.35
FDE34,0,9.195
FDE34,1,9.195
FDE34,2,9.195
FDE34,3,9.195
FDE34,4,9.195
FDE34,5,9.195
FDE34,6,
FDE34,7,9.195
FDE34,8,
FDE34,9,9.195
FDE35,0,7.06
FDE35,1,7.06
FDE35,2,7.06
FDE35,3,7.06
FDE35,4,
FDE35,5,7.06
FDE35,6,
FDE35,7,7.06
FDE35,8,7.06
FDE35,9,7.06
FDE36,0,5.26
FDE36,1,5.26
FDE36,2,5.26
FDE36,3,5.26
FDE36,4,5.26
FDE36,5,
FDE36,6,
FDE36,7,5.26
FDE36,8,5.26
FDE36,9,5.26
FDE38,0,
FDE38,1,6.52
FDE38,2,6.52
FDE38,3,6.52
FDE38,4,6.52
FDE38,5,6.52
FDE38,6,
FDE38,7,6.52
FDE38,8,6.52
FDE39,0,7.89
FDE39,1,7.89
FDE39,2,
FDE39,3,7.89
FDE39,4,
FDE39,5,7.89
FDE39,6,7.89
FDE39,7,7.89
FDE39,8,7.89
FDE40,0,
FDE40,1,15.6
FDE40,2,15.6
FDE40,3,15.6
FDE40,4,
FDE40,5,15.6
FDE40,6,15.6
FDE40,7,15.6
FDE40,8,15.6
FDE41,0,9.195
FDE41,1,9.195
FDE41,2,
FDE41,3,9.195
FDE41,4,9.195
FDE41,5,9.195
FDE41,6,9.195
FDE41,7,
FDE41,8,9.195
FDE44,0,14.65
FDE44,1,14.65
FDE44,2,14.65
FDE44,3,14.65
FDE44,4,14.65
FDE44,5,
FDE44,6,14.65
FDE44,7,
FDE44,8,14.65
FDE45,0,12.1
FDE45,1,
FDE45,2,12.1
FDE45,3,12.1
FDE45,4,12.1
FDE45,5,12.1
FDE45,6,12.1
FDE45,7,12.1
FDE45,8,
FDE45,9,12.1
FDE46,0,18.6
FDE46,1,18.6
FDE46,2,18.6
FDE46,3,
FDE46,4,
FDE46,5,18.6
FDE46,6,18.6
FDE46,7,18.6
FDE46,8,18.6
FDE47,0,14.15
FDE47,1,14.15
FDE47,2,14.15
FDE47,3,14.15
FDE47,4,14.15
FDE47,5,14.15
FDE47,6,14.15
FDE47,7,
FDE47,8,14.15
FDE50,0,
FDE50,1,19.7
FDE50,2,19.7
FDE50,3,19.7
FDE50,4,19.7
FDE50,5,19.7
FDE50,6,
FDE50,7,19.7
FDE50,8,19.7
FDE51,0,5.925
FDE51,1,5.925
FDE51,2,5.925
FDE51,3,
FDE51,4,5.925
FDE51,5,5.925
FDE51,6,
FDE51,7,5.925
FDE51,8,5.925
FDE52,0,
FDE52,1,10.395
FDE52,2,10.395
FDE52,3,10.395
FDE52,4,10.395
FDE52,5,10.395
FDE52,6,10.395
FDE52,7,10.395
FDE53,0,
FDE53,1,10.895
FDE53,2,10.895
FDE53,3,10.895
FDE53,4,10.895
FDE53,5,10.895
FDE53,6,
FDE53,7,10.895
FDE53,8,10.895
FDE53,9,10.895
FDE56,0,17.25
FDE56,1,17.25
FDE56,2,
FDE56,3,
FDE56,4,17.25
FDE56,5,17.25
FDE56,6,17.25
FDE56,7,17.25
FDE56,8,17.25
FDE57,0,9.6
FDE57,1,
FDE57,2,9.6
FDE57,3,9.6
FDE57,4,9.6
FDE57,5,9.6
FDE57,6,9.6
FDE57,7,9.6
FDE58,0,18.5
FDE58,1,18.5
FDE58,2,
FDE58,3,18.5
FDE58,4,18.5
FDE58,5,18.5
FDE58,6,18.5
FDE58,7,18.5
FDE59,0,12.15
FDE59,1,12.15
FDE59,2,12.15
FDE59,3,12.15
FDE59,4,12.15
FDE59,5,12.15
FDE59,6,
FDE59,7,12.15
FDE59,8,12.15
FDF02,0,16.2
FDF02,1,16.2
FDF02,2,16.2
FDF02,3,16.2
FDF02,4,
FDF02,5,16.2
FDF02,6,16.2
FDF02,7,16.2
FDF04,0,17.5
FDF04,1,17.5
FDF04,2,17.5
FDF04,3,17.5
FDF04,4,17.5
FDF04,5,
FDF04,6,17.5
FDF04,7,17.5
FDF04,8,
FDF05,0,17.5
FDF05,1,17.5
FDF05,2,17.5
FDF05,3,17.5
FDF05,4,17.5
FDF05,5,
FDF05,6,17.5
FDF05,7,17.5
FDF05,8,
FDF08,0,14.3
FDF08,1,14.3
FDF08,2,14.3
FDF08,3,14.3
FDF08,4,14.3
FDF08,5,14.3
FDF08,6,14.3
FDF08,7,
FDF08,8,
FDF08,9,14.3
FDF09,0,
FDF09,1,6.215
FDF09,2,6.215
FDF09,3,6.215
FDF09,4,6.215
FDF09,5,6.215
FDF09,6,6.215
FDF09,7,6.215
FDF09,8,6.215
FDF10,0,15.5
FDF10,1,15.5
FDF10,2,15.5
FDF10,3,15.5
FDF10,4,15.5
FDF10,5,15.5
FDF10,6,15.5
FDF10,7,
FDF11,0,10.195
FDF11,1,10.195
FDF11,2,10.195
FDF11,3,10.195
FDF11,4,10.195
FDF11,5,10.195
FDF11,6,
FDF11,7,10.195
FDF11,8,10.195
FDF12,0,8.235
FDF12,1,
FDF12,2,8.235
FDF12,3,8.235
FDF12,4,8.235
FDF12,5,8.235
FDF12,6,8.235
FDF12,7,8.235
FDF14,0,7.55
FDF14,1,7.55
FDF14,2,7.55
FDF14,3,7.55
FDF14,4,7.55
FDF14,5,
FDF14,6,7.55
FDF14,7,7.55
FDF16,0,7.3
FDF16,1,
FDF16,2,7.3
FDF16,3,7.3
FDF16,4,
FDF16,5,7.3
FDF16,6,7.3
FDF16,7,7.3
FDF16,8,7.3
FDF16,9,7.3
FDF17,0,5.19
FDF17,1,5.19
FDF17,2,5.19
FDF17,3,
FDF17,4,5.19
FDF17,5,5.19
FDF17,6,
FDF17,7,5.19
FDF17,8,5.19
FDF20,0,12.85
FDF20,1,
FDF20,2,12.85
FDF20,3,12.85
FDF20,4,12.85
FDF20,5,12.85
FDF20,6,12.85
FDF20,7,12.85
FDF20,8,12.85
FDF20,9,
FDF21,0,10.3
FDF21,1,
FDF21,2,10.3
FDF21,3,10.3
FDF21,4,10.3
FDF21,5,10.3
FDF21,6,10.3
FDF21,7,10.3
FDF21,8,10.3
FDF21,9,
FDF22,0,6.865
FDF22,1,6.865
FDF22,2,6.865
FDF22,3,6.865
FDF22,4,6.865
FDF22,5,6.865
FDF22,6,6.865
FDF22,7,6.865
FDF22,8,
FDF22,9,
FDF24,0,15.5
FDF24,1,15.5
FDF24,2,15.5
FDF24,3,
FDF24,4,15.5
FDF24,5,15.5
FDF24,6,15.5
FDF24,7,15.5
FDF24,8,15.5
FDF26,0,6.825
FDF26,1,6.825
FDF26,2,6.825
FDF26,3,
FDF26,4,6.825
FDF26,5,6.825
FDF26,6,6.825
FDF26,7,6.825
FDF26,8,6.825
FDF28,0,15.7
FDF28,1,
FDF28,2,15.7
FDF28,3,15.7
FDF28,4,15.7
FDF28,5,
FDF28,6,15.7
FDF28,7,15.7
FDF28,8,15.7
FDF28,9,15.7
FDF29,0,15.1
FDF29,1,15.1
FDF29,2,
FDF29,3,15.1
FDF29,4,15.1
FDF29,5,15.1
FDF29,6,15.1
FDF29,7,15.1
FDF29,8,15.1
FDF32,0,16.35
FDF32,1,16.35
FDF32,2,16.35
FDF32,3,16.35
FDF32,4,16.35
FDF32,5,16.35
FDF32,6,16.35
FDF32,7,16.35
FDF32,8,
FDF33,0,7.97
FDF33,1,7.97
FDF33,2,
FDF33,3,7.97
FDF33,4,7.97
FDF33,5,7.97
FDF33,6,7.97
FDF33,7,7.97
FDF33,8,7.97
FDF34,0,9.3
FDF34,1,9.3
FDF34,2,
FDF34,3,9.3
FDF34,4,9.3
FDF34,5,9.3
FDF34,6,9.3
FDF34,7,9.3
FDF34,8,9.3
FDF35,0,15.0
FDF35,1,15.0
FDF35,2,15.0
FDF35,3,15.0
FDF35,4,15.0
FDF35,5,
FDF35,6,15.0
FDF35,7,15.0
FDF38,0,11.8
FDF38,1,11.8
FDF38,2,11.8
FDF38,3,11.8
FDF38,4,
FDF38,5,11.8
FDF38,6,11.8
FDF38,7,11.8
FDF39,0,14.85
FDF39,1,14.85
FDF39,2,14.85
FDF39,3,14.85
FDF39,4,14.85
FDF39,5,14.85
FDF39,6,
FDF39,7,14.85
FDF39,8,14.85
FDF40,0,20.25
FDF40,1,
FDF40,2,
FDF40,3,20.25
FDF40,4,20.25
FDF40,5,20.25
FDF40,6,20.25
FDF40,7,20.25
FDF40,8,20.25
FDF41,0,12.15
FDF41,1,12.15
FDF41,2,12.15
FDF41,3,
FDF41,4,12.15
FDF41,5,12.15
FDF41,6,12.15
FDF41,7,
FDF41,8,12.15
FDF41,9,12.15
FDF44,0,7.17
FDF44,1,7.17
FDF44,2,7.17
FDF44,3,
FDF44,4,7.17
FDF44,5,7.17
FDF44,6,7.17
FDF44,7,7.17
FDF44,8,7.17
FDF45,0,18.2
FDF45,1,18.2
FDF45,2,18.2
FDF45,3,18.2
FDF45,4,18.2
FDF45,5,
FDF45,6,18.2
FDF45,7,18.2
FDF46,0,7.07
FDF46,1,7.07
FDF46,2,
FDF46,3,
FDF46,4,7.07
FDF46,5,7.07
FDF46,6,7.07
FDF46,7,7.07
FDF46,8,7.07
FDF47,0,20.85
FDF47,1,20.85
FDF47,2,20.85
FDF47,3,20.85
FDF47,4,
FDF47,5,20.85
FDF47,6,20.85
FDF47,7,20.85
FDF50,0,4.905
FDF50,1,4.905
FDF50,2,
FDF50,3,4.905
FDF50,4,4.905
FDF50,5,4.905
FDF50,6,4.905
FDF50,7,4.905
FDF52,0,9.3
FDF52,1,9.3
FDF52,2,9.3
FDF52,3,9.3
FDF52,4,
FDF52,5,9.3
FDF52,6,9.3
FDF52,7,9.3
FDF52,8,
FDF52,9,9.3
FDF53,0,20.75
FDF53,1,20.75
FDF53,2,20.75
FDF53,3,20.75
FDF53,4,20.75
FDF53,5,
FDF53,6,20.75
FDF53,7,20.75
FDF56,0,16.7
FDF56,1,16.7
FDF56,2,16.7
FDF56,3,16.7
FDF56,4,16.7
FDF56,5,
FDF56,6,16.7
FDF56,7,16.7
FDF56,8,
FDF56,9,16.7
FDF57,0,14.5
FDF57,1,
FDF57,2,14.5
FDF57,3,14.5
FDF57,4,14.5
FDF57,5,
FDF57,6,14.5
FDF57,7,14.5
FDF57,8,14.5
FDF58,0,13.3
FDF58,1,
FDF58,2,13.3
FDF58,3,13.3
FDF58,4,13.3
FDF58,5,13.3
FDF58,6,13.3
FDF58,7,13.3
FDF58,8,
FDF58,9,13.3
FDF59,0,12.5
FDF59,1,12.5
FDF59,2,12.5
FDF59,3,12.5
FDF59,4,12.5
FDF59,5,12.5
FDF59,6,12.5
FDF59,7,
FDF59,8,12.5
FDF59,9,
FDG02,0,7.855
FDG02,1,7.855
FDG02,2,7.855
FDG02,3,
FDG02,4,
FDG02,5,7.855
FDG02,6,7.855
FDG02,7,7.855
FDG02,8,7.855
FDG04,0,
FDG04,1,13.1
FDG04,2,13.1
FDG04,3,13.1
FDG04,4,13.1
FDG04,5,
FDG04,6,13.1
FDG04,7,13.1
FDG04,8,13.1
FDG05,0,
FDG05,1,11.0
FDG05,2,11.0
FDG05,3,11.0
FDG05,4,11.0
FDG05,5,11.0
FDG05,6,11.0
FDG05,7,11.0
FDG08,0,13.15
FDG08,1,13.15
FDG08,2,13.15
FDG08,3,
FDG08,4,13.15
FDG08,5,13.15
FDG08,6,13.15
FDG08,7,
FDG08,8,13.15
FDG09,0,20.6
FDG09,1,20.6
FDG09,2,20.6
FDG09,3,20.6
FDG09,4,20.6
FDG09,5,20.6
FDG09,6,20.6
FDG09,7,20.6
FDG09,8,
FDG09,9,
FDG10,0,6.63
FDG10,1,6.63
FDG10,2,
FDG10,3,6.63
FDG10,4,6.63
FDG10,5,
FDG10,6,6.63
FDG10,7,6.63
FDG10,8,6.63
FDG10,9,6.63
FDG12,0,6.635
FDG12,1,6.635
FDG12,2,
FDG12,3,6.635
FDG12,4,6.635
FDG12,5,
FDG12,6,6.635
FDG12,7,6.635
FDG12,8,6.635
FDG14,0,9.0
FDG14,1,9.0
FDG14,2,
FDG14,3,9.0
FDG14,4,9.0
FDG14,5,9.0
FDG14,6,9.0
FDG14,7,9.0
FDG16,0,15.25
FDG16,1,
FDG16,2,15.25
FDG16,3,15.25
FDG16,4,15.25
FDG16,5,15.25
FDG16,6,
FDG16,7,15.25
FDG16,8,15.25
FDG17,0,6.865
FDG17,1,6.865
FDG17,2,
FDG17,3,6.865
FDG17,4,
FDG17,5,6.865
FDG17,6,6.865
FDG17,7,6.865
FDG17,8,6.865
FDG20,0,15.5
FDG20,1,15.5
FDG20,2,15.5
FDG20,3,15.5
FDG20,4,15.5
FDG20,5,15.5
FDG20,6,
FDG20,7,15.5
FDG20,8,15.5
FDG21,0,17.35
FDG21,1,17.35
FDG21,2,
FDG21,3,17.35
FDG21,4,
FDG21,5,17.35
FDG21,6,17.35
FDG21,7,17.35
FDG22,0,17.6
FDG22,1,17.6
FDG22,2,
FDG22,3,17.6
FDG22,4,17.6
FDG22,5,17.6
FDG22,6,17.6
FDG22,7,
FDG22,8,17.6
FDG24,0,7.975
FDG24,1,7.975
FDG24,2,
FDG24,3,7.975
FDG24,4,7.975
FDG24,5,7.975
FDG24,6,7.975
FDG24,7,7.975
FDG26,0,18.85
FDG26,1,18.85
FDG26,2,18.85
FDG26,3,18.85
FDG26,4,18.85
FDG26,5,18.85
FDG26,6,18.85
FDG26,7,
FDG26,8,
FDG28,0,9.285
FDG28,1,9.285
FDG28,2,9.285
FDG28,3,
FDG28,4,9.285
FDG28,5,9.285
FDG28,6,9.285
FDG28,7,9.285
FDG28,8,9.285
FDG29,0,17.6
FDG29,1,
FDG29,2,17.6
FDG29,3,17.6
FDG29,4,17.6
FDG29,5,17.6
FDG29,6,17.6
FDG29,7,17.6
FDG31,0,12.15
FDG31,1,
FDG31,2,12.15
FDG31,3,
FDG31,4,12.15
FDG31,5,12.15
FDG31,6,12.15
FDG31,7,12.15
FDG31,8,12.15
FDG31,9,12.15
FDG32,0,19.85
FDG32,1,19.85
FDG32,2,
FDG32,3,
FDG32,4,19.85
FDG32,5,19.85
FDG32,6,19.85
FDG32,7,19.85
FDG32,8,19.85
FDG33,0,
FDG33,1,5.365
FDG33,2,
FDG33,3,5.365
FDG33,4,5.365
FDG33,5,5.365
FDG33,6,5.365
FDG33,7,5.365
FDG33,8,5.365
FDG33,9,5.365
FDG34,0,11.5
FDG34,1,11.5
FDG34,2,11.5
FDG34,3,11.5
FDG34,4,
FDG34,5,11.5
FDG34,6,11.5
FDG34,7,11.5
FDG34,8,11.5
FDG35,0,21.2
FDG35,1,
FDG35,2,
FDG35,3,21.2
FDG35,4,21.2
FDG35,5,21.2
FDG35,6,21.2
FDG35,7,21.2
FDG35,8,21.2
FDG38,0,8.975
FDG38,1,8.975
FDG38,2,8.975
FDG38,3,8.975
FDG38,4,8.975
FDG38,5,8.975
FDG38,6,
FDG38,7,8.975
FDG38,8,8.975
FDG40,0,13.65
FDG40,1,
FDG40,2,13.65
FDG40,3,13.65
FDG40,4,13.65
FDG40,5,13.65
FDG40,6,13.65
FDG40,7,13.65
FDG40,8,
FDG40,9,13.65
FDG41,0,8.84
FDG41,1,8.84
FDG41,2,8.84
FDG41,3,8.84
FDG41,4,
FDG41,5,8.84
FDG41,6,8.84
FDG41,7,8.84
FDG44,0,6.13
FDG44,1,
FDG44,2,
FDG44,3,6.13
FDG44,4,6.13
FDG44,5,6.13
FDG44,6,6.13
FDG44,7,6.13
FDG44,8,6.13
FDG45,0,8.1
FDG45,1,8.1
FDG45,2,8.1
FDG45,3,8.1
FDG45,4,8.1
FDG45,5,8.1
FDG45,6,8.1
FDG45,7,8.1
FDG45,8,
FDG46,0,
FDG46,1,8.63
FDG46,2,
FDG46,3,8.63
FDG46,4,8.63
FDG46,5,8.63
FDG46,6,8.63
FDG46,7,8.63
FDG46,8,8.63
FDG46,9,8.63
FDG47,0,12.8
FDG47,1,12.8
FDG47,2,12.8
FDG47,3,12.8
FDG47,4,12.8
FDG47,5,12.8
FDG47,6,
FDG47,7,12.8
FDG47,8,12.8
FDG47,9,
FDG50,0,7.405
FDG50,1,7.405
FDG50,2,7.405
FDG50,3,7.405
FDG50,4,7.405
FDG50,5,7.405
FDG50,6,7.405
FDG50,7,
FDG50,8,
FDG52,0,13.65
FDG52,1,13.65
FDG52,2,13.65
FDG52,3,
FDG52,4,13.65
FDG52,5,13.65
FDG52,6,13.65
FDG52,7,13.65
FDG53,0,10.0
FDG53,1,10.0
FDG53,2,10.0
FDG53,3,10.0
FDG53,4,10.0
FDG53,5,10.0
FDG53,6,
FDG53,7,10.0
FDG53,8,10.0
FDG56,0,13.3
FDG56,1,13.3
FDG56,2,13.3
FDG56,3,
FDG56,4,13.3
FDG56,5,13.3
FDG56,6,13.3
FDG56,7,13.3
FDG56,8,13.3
FDG57,0,14.7
FDG57,1,14.7
FDG57,2,14.7
FDG57,3,14.7
FDG57,4,14.7
FDG57,5,14.7
FDG57,6,14.7
FDG57,7,14.7
FDG57,8,
FDG58,0,10.695
FDG58,1,10.695
FDG58,2,10.695
FDG58,3,10.695
FDG58,4,
FDG58,5,10.695
FDG58,6,10.695
FDG58,7,10.695
FDG58,8,10.695
FDG59,0,15.85
FDG59,1,15.85
FDG59,2,15.85
FDG59,3,15.85
FDG59,4,15.85
FDG59,5,
FDG59,6,
FDG59,7,15.85
FDG59,8,15.85
FDG60,0,
FDG60,1,20.35
FDG60,2,20.35
FDG60,3,20.35
FDG60,4,20.35
FDG60,5,20.35
FDG60,6,20.35
FDG60,7,20.35
FDG60,8,20.35
FDH02,0,7.27
FDH02,1,7.27
FDH02,2,7.27
FDH02,3,
FDH02,4,7.27
FDH02,5,7.27
FDH02,6,7.27
FDH02,7,7.27
FDH02,8,7.27
FDH04,0,6.115
FDH04,1,6.115
FDH04,2,6.115
FDH04,3,
FDH04,4,6.115
FDH04,5,
FDH04,6,6.115
FDH04,7,6.115
FDH04,8,6.115
FDH04,9,6.115
FDH05,0,14.35
FDH05,1,14.35
FDH05,2,
FDH05,3,14.35
FDH05,4,14.35
FDH05,5,14.35
FDH05,6,14.35
FDH05,7,14.35
FDH05,8,14.35
FDH08,0,7.51
FDH08,1,
FDH08,2,7.51
FDH08,3,
FDH08,4,7.51
FDH08,5,7.51
FDH08,6,7.51
FDH08,7,7.51
FDH08,8,7.51
FDH08,9,7.51
FDH09,0,12.6
FDH09,1,12.6
FDH09,2,
FDH09,3,12.6
FDH09,4,12.6
FDH09,5,12.6
FDH09,6,12.6
FDH09,7,12.6
FDH10,0,21.0
FDH10,1,21.0
FDH10,2,21.0
FDH10,3,
FDH10,4,
FDH10,5,21.0
FDH10,6,21.0
FDH10,7,21.0
FDH10,8,21.0
FDH10,9,21.0
FDH12,0,9.6
FDH12,1,9.6
FDH12,2,
FDH12,3,9.6
FDH12,4,9.6
FDH12,5,9.6
FDH12,6,
FDH12,7,9.6
FDH12,8,9.6
FDH12,9,9.6
FDH14,0,17.1
FDH14,1,17.1
FDH14,2,17.1
FDH14,3,17.1
